id,practice_id,sub_family_id,planet,people,prosperity,keyword,precision_of_recommendations,criteria,justification,test_1_1_1,test_1_1_2,test_x,correspondence,correspondence_link,target,formal_type,difficulty,misc_comments,odds,is_unmissable,cycle_de_vie,tags,actors,indicators,x_indicator,y_indicator,priority,recurrence,use_case
419,BCK-5.C01,50,C,A,A,Conformity,Control regulatory aspects (- Take into account HIPAA (PGSSIS Health)),Is regulated data used?,"The regulatory framework for certain categories of data is very strict, and protection of this data is an important criterion. It is essential that in the development process no gaps are left and that interoperability with standard mechanisms in these areas is validated.",How much regulated data is used?,,,,,Spï¿½cifications,CONSEIL,N/A,,,0,Conception,,,,,,,0,
420,BCK-5.05,50,B,B,B,Conformity,Control regulatory aspects (- Set up a legal watch to avoid obsolescence (???)),Does the service being designed comply with changes in society and in legislation?,"Beyond the purely regulatory aspects, anticipating the evolution of societal expectations is necessary to ensure long-term sustainability of the service. Anticipating future regulations and standards allows the service to be sustainable by limiting the need for updates dictated by the legal environment.",Is the legal department consulted?,,,,,Strategy,RECO,***,,,0,Conception,#COM ; #VALUE ; #GOV ; #LEG,Manager ; RSE/NR,,,,Low,OnUpdate,Risks assessment
421,BCK-5.06,50,A,B,A,Conformity,"Control regulatory aspects (- Take into account the CSR policy of the supplier of the infrastructure to be chosen, both in its Environmental choices (energies used / life cycle of equipment), Social (geographic location / employment impact / remuneration / societal impact) , as the Recurring Cost of the solution offered (threshold effects on hosted volumes / price changes / captivity).)",Can the infrastructure provider disclose its environmental metrics?,"From the Sustainable IT perspective, all human, environmental and economic aspects are important. Ensuring that all stakeholders, including contractors (and one's own subcontractors and suppliers) used for the project, have the same Sustainable IT considerations is necessary so that the coherence of the Sustainable IT efforts is not lost due to a choice that could have been avoided.",What metrics are collected?,,,,,Cycle de vie,RECO,*,,,0,Acquisition,#USE ; #COM ; #VALUE,ProjectMngr ; ProductOwner ; Manager ; RSE/NR ;ITMngr,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Procurement process refer to sust. IT concerns
422,BCK-6.C01,51,A,A,A,Life cycle,Put in place a methodology that promotes the taking into account of Sustainable IT aspects (Animate multidisciplinary teams in a transversal way),Are the Sustainable IT aspects propagated and maintained across all stakeholders?,"When each of the players has easy access to markers to assess the environmental footprint of their actions and choices, they can adapt their practices to make the service more efficient and sustainable.",How many actors in the department are made aware of and trained in Sustainable IT?,,,,,Cycle de vie,CONSEIL,N/A,,,0,N/A,,,,,,,0,
423,BCK-6.C02,51,A,B,A,Life cycle,Set up a methodology that promotes the taking into account of the Sustainable IT aspects (- Validate the Sustainable IT aspects in each of the design phases during the production iterations of the application system),Was a benchmark on the environmental criteria carried out for the choice of the infrastructure supplier?,Suppliers able to disclose their environmental criteria display a higher level of maturity and commitment. This should be taken into account when choosing a supplier.,What acceptability thresholds are defined?,,,,,Strategy,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
424,BCK-6.C03,51,A,B,A,Life cycle,,Does the design process / tools integrate the treatment of Sustainable IT requirements?,"Each feature implemented should take into account Sustainable IT so that the whole service is designed with the fullest respect for Sustainable IT principles, as one aspect not covered may negate all or part of the benefits gained elsewhere. It is more effective to have a balanced treatment across the whole, rather than aiming for excellence in one area and leaving significant gaps in others.",How many Sustainable IT requirements are associated with the project?,,,,,Strategy,CONSEIL,N/A,,,0,Conception,,,,,,,0,
425,BCK-6.01,51,A,B,A,Life cycle,Set up a methodology that promotes the consideration of Sustainable IT aspects (- Validate the usefulness of a feature (functional sobriety)),Is the envisioned functionality useful?,"The selection of functionalities deemed essential may be questioned in their initial form in relation to their Sustainable IT impact. In this case, the costs / benefits will have to take into account these oppositions and be subject to adaptation to bring together the 2 approaches: functional necessity and Sustainable IT impact.",Is each functionality associated with an identified use?,,,Opquast 1 / GreenIT 1,,Strategy,RECO,*,,,1,Conception,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH,Dev ; ProjectMngr ; ProductOwner ;,(X / Y ) * 100,Number of features validated,Number of features,High,Periodic,"Data are collected (analytics, probes, ...) to ensure real usefulness of features"
426,BCK-6.02,51,B,B,A,Architecture,,Does the sizing of infrastructure resources follow the life of the application?,The utilisation rate of the physical resources of the infrastructure should be monitored to allow better use of the available hardware and to avoid deploying additional elements when the utilisation rate is incomplete.,Is metrology defined and implemented?,,,,,Strategy,RECO,**,,,0,Administration,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Medium,Periodic,Configration management
427,BCK-6.03,51,A,C,A,Architecture,,Is the technical architecture permanently in line with the activity of the service?,Monitoring of usage rates should allow to reduce the size of the infrastructure when it is over-dimensioned in relation to the need.,Are the monitoring of activity indicators related to optimization actions?,,,,,Strategy,RECO,**,,,0,Administration,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #FIN ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Production monitoring produce indicators of resources usage
428,BCK-6.C04,51,B,B,B,Architecture,"Set up a methodology which promotes the taking into account of Sustainable IT aspects (- Monitor the use of functionalities in order to keep in the ""core"" only those which are the object of a significant use (by proposing the other sub another form))",Is a summary of use cases of the features available?,"The User Story / Use Case should be specified in relation to uses in order to avoid an excessive number of functionalities which would be superfluous in relation to the real needs of users. Proposing non-core functionalities will result in an unjustified environmental footprint, cost and lack of understanding of the service. ",Are non-core functionalities identified and addressed in a step-down approach?,,,,,BackEnd,CONSEIL,N/A,,,0,Administration,,,,,,,0,
429,BCK-6.04,51,A,C,A,Architecture,Set up a methodology that promotes the consideration of Sustainable IT aspects (- Manage operations related to deletions (end of life) of applications and data),Are de-provisioning operations expressed at design time?,"During design, each part of the project may have to have a different lifespan. It is important that all end-of-life procedures are expressed so that the footprint of unused and discontinued components is zero.",Are the de-provisioning processes described?,,,,,Cycle de vie,RECO,**,,,0,Fin de Vie,#PERF ; #VOL ; #SEC ; #USE ; #VALUE ; #METH ;,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Medium,OnUpdate,Configuration mamangement defines dynamic provisionning / deprovisionning rules & triggers
430,BCK-6.05,51,A,C,A,Architecture,"Set up a methodology that promotes the consideration of Sustainable IT aspects ( Combine the technical parameters of actions (CPU, RAM, Storage) to assess the environmental footprints (allow the allocation of impacts))",Are all the technical equipment used by the service identified?,"Design, development, tests, production, availability management are steps that will use technical resources. Each of these resources should be identified and have its characteristics listed.",Are the certifications for each equipment available?,,,,,Cycle de vie,RECO,*,,,0,Utilisation,#USE ; #VALUE ; #METH ; #BUY ; #FIN ; #OBSO ,Dev ; ProjectMngr ; ITMngr ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Periodic,Configuration mamangement reference all components used by the service
